Track,Artist,Popularity,duration_ms,explicit,Danceability,Energy,key,Loudness,mode,speechiness,Acousticness,instrumentalness,liveness,Valence,BPM,Genre
Hurts So Good,Astrid S,69,208728,False,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,house
HIGHEST IN THE ROOM,Travis Scott,82,175720,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,house
Silence,Marshmello;Khalid,81,180822,False,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,house
goosebumps,Travis Scott,84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,house
This Is What You Came For,Calvin Harris;Rihanna,81,222160,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,house
Numb,Marshmello;Khalid,87,155588,False,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,house
Cold Water,Major Lazer;Justin Bieber;MØ,58,185351,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.5,92.946,house
Leave Before You Love Me (with Jonas Brothers),Marshmello;Jonas Brothers,85,154983,False,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,house
Be Kind (with Halsey),Marshmello;Halsey,77,172761,False,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,house
The Middle,Zedd;Maren Morris;Grey,80,184732,False,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,house
ily (i love you baby) (feat. Emilee),Surf Mesa;Emilee,77,176546,False,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,house
Scared to Be Lonely,Martin Garrix;Dua Lipa,78,220883,False,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,house
Goosebumps,HVME,75,163208,True,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946,house
Roses - Imanbek Remix,SAINt JHN;Imanbek,81,176840,True,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,house
Lean On,Major Lazer;MØ;DJ Snake,73,176561,False,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,house
High,The Chainsmokers,75,175163,True,0.601,0.787,0,-6.178,1,0.031,0.0492,0.0,0.142,0.525,134.981,house
Paris,The Chainsmokers,74,221506,False,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,house
Call You Mine,The Chainsmokers;Bebe Rexha,75,217640,False,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,house
More Than You Know,Axwell /\ Ingrosso,80,203000,False,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,house
The Motto,Tiësto;Ava Max,86,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,house
Dancin - Krono Remix,Aaron Smith;Luvli;Krono,76,256000,False,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,house
OK Not To Be OK,Marshmello;Demi Lovato,75,159862,False,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,house
Play,K-391;Alan Walker;Tungevaag;Mangoo,70,167976,False,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,house
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit;Sean Paul;Anne-Marie,75,251088,False,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,house
Belly Dancer,Imanbek;BYOR,87,151475,False,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,house
Rockstar,Ilkay Sencan;Dynoro,70,212280,False,0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,house
Where Are You Now,Lost Frequencies;Calum Scott,88,148197,False,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,house
Leave Before You Love Me,Marshmello;Jonas Brothers,0,154983,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,house
Leave Before You Love Me,Marshmello;Jonas Brothers,0,154983,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,house
Thunder,Gabry Ponte;LUM!X;Prezioso,80,160000,False,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,house
OK Not To Be OK,Marshmello;Demi Lovato,0,159862,False,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,house
Happier,Marshmello;Bastille,0,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
On My Way,Alan Walker;Sabrina Carpenter;Farruko,66,193959,True,0.522,0.697,1,-5.288,0,0.103,0.0291,0.0,0.319,0.235,169.775,house
Run Into Trouble,Alok;Bastille,0,182564,False,0.621,0.885,6,-4.593,1,0.0415,0.265,0.0,0.0719,0.411,117.021,house
Happier,Marshmello;Bastille,5,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
FRIENDS,Marshmello;Anne-Marie,3,202620,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,house
Happier,Marshmello;Bastille,1,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
Happier,Marshmello;Bastille,1,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
Happier,Marshmello;Bastille,1,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
Sweet Dreams,Alan Walker;Imanbek,75,138819,False,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49e-06,0.159,0.43,125.033,house
The Spectre,Alan Walker,72,193787,False,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,house
Happier,Marshmello;Bastille,1,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
Happier,Marshmello;Bastille,0,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
Happier,Marshmello;Bastille,0,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,house
The Drum,Alan Walker,71,189287,False,0.783,0.762,6,-4.727,1,0.0507,0.158,6.56e-05,0.092,0.33,127.993,house
On Repeat,Robin Schulz;David Guetta,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
Te Boté,Alok;Axel Cooper;Stefy De Cicco,0,136500,False,0.751,0.816,11,-4.044,0,0.0471,0.0683,8.42e-05,0.126,0.501,115.058,house
On Repeat,Robin Schulz;David Guetta,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
Forever Yours - Avicii Tribute,Kygo;Avicii;Sandro Cavazza,0,193846,False,0.53,0.612,10,-8.794,1,0.0518,0.253,0.0,0.246,0.433,119.255,house
All We Know,The Chainsmokers;Phoebe Ryan,70,194080,False,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,house
Stay,Zedd;Alessia Cara,76,210090,False,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,house
Animals,Martin Garrix,56,303040,True,0.676,0.857,1,-6.7,1,0.0391,0.00149,0.674,0.307,0.0378,128.01,house
Alone,Marshmello,73,273802,False,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,house
Lose Control,MEDUZA;Becky Hill;Goodboys,78,168387,False,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,house
Better Days (NEIKED x Mae Muller x Polo G),NEIKED;Mae Muller;Polo G,82,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,house
Angetenar,Rompasso;Rich The Kid,59,190909,True,0.708,0.879,7,-4.437,1,0.342,0.0066,0.0,0.116,0.202,109.939,house
Bombay Dreams (feat. Kavita Seth),KSHMR;Lost Stories;Kavita Seth,57,198461,False,0.629,0.821,5,-4.743,0,0.0466,0.0194,0.0176,0.0815,0.458,103.998,house
Faded,Alan Walker,72,212626,False,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,house
Ferrari,James Hype;Miggy Dela Rosa,90,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
Dancin (feat. Luvli) - Krono Remix,Aaron Smith;Krono;Luvli,78,198053,False,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,house
Rasputin,Majestic;Boney M.,80,186209,False,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,house
Hurts So Good,Astrid S,71,208728,False,0.672,0.625,7,-5.068,0,0.0468,0.0774,0.0,0.0934,0.423,120.038,house
Automatic (feat. Jake Miller),Fly By Midnight;Jake Miller,68,157472,True,0.6,0.529,8,-6.184,1,0.0277,0.239,2.35e-05,0.099,0.371,134.966,house
Man On The Moon,Alan Walker;Benjamin Ingrosso,73,178625,False,0.668,0.816,4,-5.648,0,0.0367,0.0557,1.02e-06,0.197,0.5,129.971,house
Lost Control,Alan Walker;Sorana,65,222320,False,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,house
Only You,Alesso;Sentinel,0,145174,False,0.483,0.917,3,-2.528,1,0.0438,0.00235,0.000347,0.119,0.323,129.035,house
Symphony (feat. Zara Larsson),Clean Bandit;Zara Larsson,76,212733,False,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,house
Chasing Stars,Alesso;Marshmello;James Bay,0,170457,False,0.594,0.64,10,-6.865,1,0.033,0.0169,0.0,0.135,0.492,92.871,house
Remember,Becky Hill;David Guetta,0,161386,False,0.626,0.864,8,-3.12,1,0.0378,0.0682,0.0,0.087,0.555,123.833,house
Bésame (I Need You),R3HAB;TINI;Reik,0,136200,False,0.839,0.701,9,-6.029,1,0.0944,0.0165,0.00365,0.0513,0.273,99.984,house
Tell It To My Heart,MEDUZA;Hozier,0,165524,False,0.539,0.715,11,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,123.854,house
"Sit Still, Look Pretty",Daya,63,202226,False,0.655,0.787,2,-3.031,1,0.264,0.122,3.11e-06,0.178,0.554,181.799,house
REMEDY,Alesso,0,190295,False,0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963,house
Heroes (we could be),Alesso;Tove Lo,0,211573,False,0.504,0.748,5,-4.124,1,0.062,0.0308,0.0,0.295,0.356,125.889,house
On Repeat,Robin Schulz;David Guetta,1,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
On Repeat,Robin Schulz;David Guetta,5,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
When I'm Gone,Alesso;Katy Perry,0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,house
When I'm Gone,Alesso;Katy Perry,0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,house
Sun Will Shine,Robin Schulz;Tom Walker,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,house
Sugar,Robin Schulz;Francesco Yates,3,219043,False,0.635,0.813,5,-5.098,0,0.0578,0.0187,0.0,0.163,0.641,123.065,house
Sun Will Shine,Robin Schulz;Tom Walker,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,house
Remember,Becky Hill;David Guetta,0,161386,False,0.626,0.864,8,-3.12,1,0.0378,0.0682,0.0,0.087,0.555,123.833,house
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit;Sean Paul;Anne-Marie,72,251173,False,0.717,0.73,9,-4.729,0,0.0568,0.383,0.0,0.398,0.792,102.002,house
Sun Will Shine,Robin Schulz;Tom Walker,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,house
When I'm Gone,Alesso;Katy Perry,0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,house
Sun Will Shine,Robin Schulz;Tom Walker,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,house
Sun Will Shine,Robin Schulz;Tom Walker,1,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,house
On Repeat,Robin Schulz;David Guetta,1,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
In Your Eyes,Robin Schulz;Alida,3,208222,False,0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,house
When I'm Gone,Alesso;Katy Perry,0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,house
Sun Will Shine,Robin Schulz;Tom Walker,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,house
Heroes (we could be),Alesso;Tove Lo,0,211573,False,0.504,0.748,5,-4.124,1,0.062,0.0308,0.0,0.295,0.356,125.889,house
On Repeat,Robin Schulz;David Guetta,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
On Repeat,Robin Schulz;David Guetta,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
On Repeat,Robin Schulz;David Guetta,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
On Repeat,Robin Schulz;David Guetta,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
On Repeat,Robin Schulz;David Guetta,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,house
My Heart Goes (La Di Da),Becky Hill;Topic,0,148960,False,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,house
Sugar,Robin Schulz;Francesco Yates,0,219043,False,0.635,0.813,5,-5.098,0,0.0578,0.0187,0.0,0.163,0.641,123.065,house
You,Regard;Troye Sivan;Tate McRae,76,233386,True,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,house
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix;Macklemore;Fall Out Boy,74,163804,True,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,house
This Feeling,The Chainsmokers;Kelsea Ballerini,73,197946,False,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,house
Here With Me,Marshmello;CHVRCHES,75,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,house
Somebody Like U,Alan Walker;Au/Ra,68,191098,False,0.616,0.691,9,-6.497,1,0.0621,0.156,0.0,0.177,0.207,124.957,house
End of Time,K-391;Alan Walker;Ahrix,67,187560,False,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69e-05,0.137,0.193,116.019,house
Moth To A Flame,Swedish House Mafia;The Weeknd,3,234000,False,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,house
Bad Memories,MEDUZA;James Carter;Elley Duhé;FAST BOY,4,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,house
REMEDY,Alesso,0,190295,False,0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963,house
Bad Memories,MEDUZA;James Carter;Elley Duhé;FAST BOY,1,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,house
Sad Song,Alesso;TINI,0,154024,False,0.735,0.691,0,-6.475,1,0.0362,0.0876,0.0,0.34,0.548,110.018,house
Bad Memories,MEDUZA;James Carter;Elley Duhé;FAST BOY,6,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,house
Lose Control,MEDUZA;Becky Hill;Goodboys,0,168387,False,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,house
Piece Of Your Heart,MEDUZA;Goodboys,0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,house
I Got You,Becky Hill,0,190266,True,0.568,0.728,9,-4.418,1,0.182,0.0746,4.2e-06,0.349,0.62,195.984,house
HISTORY,Becky Hill;Joel Corry,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
Lose Control,MEDUZA;Becky Hill;Goodboys,0,168387,False,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,house
Crank,James Hype,0,178804,False,0.846,0.906,1,-5.157,1,0.0468,0.0227,0.883,0.0703,0.325,126.02,house
Lose Control,MEDUZA;Becky Hill;Goodboys,0,168387,False,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,house
Born To Love,MEDUZA;SHELLS,0,162295,False,0.722,0.856,1,-6.392,0,0.0338,0.0305,0.0597,0.231,0.827,121.99,house
HISTORY,Becky Hill;Joel Corry,5,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
Bad Memories,MEDUZA;James Carter;Elley Duhé;FAST BOY,0,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,house
HISTORY,Becky Hill;Joel Corry,2,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
HISTORY,Becky Hill;Joel Corry,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
Heaven Takes You Home,Swedish House Mafia;Connie Constance,0,214071,False,0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,house
I Got You,Becky Hill,0,190266,True,0.568,0.728,9,-4.418,1,0.182,0.0746,4.2e-06,0.349,0.62,195.984,house
I Got You,Becky Hill,0,190266,True,0.568,0.728,9,-4.418,1,0.182,0.0746,4.2e-06,0.349,0.62,195.984,house
Redlight,Swedish House Mafia;Sting,3,242904,False,0.716,0.655,2,-5.999,1,0.0444,0.00857,0.162,0.0572,0.207,125.012,house
Redlight,Swedish House Mafia;Sting,1,242904,False,0.716,0.655,2,-5.999,1,0.0444,0.00857,0.162,0.0572,0.207,125.012,house
More Than Friends,James Hype;Kelli-Leigh,0,140698,False,0.81,0.884,5,-4.583,0,0.0981,0.101,0.0,0.268,0.446,122.994,house
HISTORY,Becky Hill;Joel Corry,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
Piece Of Your Heart,MEDUZA;Goodboys,0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,house
HISTORY,Becky Hill;Joel Corry,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
Piece Of Your Heart,MEDUZA;Goodboys,0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,house
HISTORY,Becky Hill;Joel Corry,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
My Heart Goes (La Di Da),Becky Hill;Topic,0,148960,False,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,house
HISTORY,Becky Hill;Joel Corry,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
My Heart Goes (La Di Da),Becky Hill;Topic,0,148960,False,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,house
My Heart Goes (La Di Da),Becky Hill;Topic,0,148960,False,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,house
Losing - Just Kiddin Remix,Becky Hill;Just Kiddin,0,369611,False,0.738,0.617,8,-8.334,0,0.0377,0.000152,0.129,0.0651,0.624,120.017,house
HISTORY,Becky Hill;Joel Corry,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,house
Better Off Without You,Becky Hill;Shift K3Y,0,198742,False,0.682,0.855,7,-3.282,1,0.0401,0.0564,0.0,0.101,0.304,124.005,house
One - Radio Edit,Swedish House Mafia,0,169920,False,0.802,0.78,0,-6.564,1,0.0367,0.0075,0.824,0.147,0.623,125.027,house
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,house
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,house
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,house
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,1,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,house
One - Radio Edit,Swedish House Mafia,0,169920,False,0.802,0.78,0,-6.564,1,0.0367,0.0075,0.824,0.147,0.623,125.027,house
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,house
Antidote - Radio Edit,Swedish House Mafia;Knife Party,0,177249,False,0.648,0.86,7,-4.974,1,0.11,0.00636,0.0289,0.135,0.625,128.03,house
There for You,Martin Garrix;Troye Sivan,69,221904,False,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,house
Where Are Ü Now (with Justin Bieber),Jack Ü;Skrillex;Diplo;Justin Bieber,74,250285,False,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,house
Summer,Calvin Harris,82,222533,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,house
Love Tonight - David Guetta Remix Edit,Shouse;David Guetta,81,158095,False,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,house
Potion (with Dua Lipa & Young Thug),Calvin Harris;Dua Lipa;Young Thug,79,214459,True,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,house
BIBA,Marshmello;Pritam,56,175721,False,0.587,0.963,0,0.366,0,0.0552,0.0656,0.0,0.27,0.491,127.842,house
Something Just Like This,The Chainsmokers;Coldplay,75,247626,False,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,house
Lush Life,Zara Larsson,78,201122,False,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,house
Symphony (feat. Zara Larsson),Clean Bandit;Zara Larsson,75,212459,False,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,house
Don't Be Shy,Tiësto;KAROL G,84,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,house
Who Do You Love,The Chainsmokers;5 Seconds of Summer,72,226733,True,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,house
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk;Pharrell Williams;Nile Rodgers,82,248413,False,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,house
Outside (feat. Ellie Goulding),Calvin Harris;Ellie Goulding,79,227266,False,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,house
Woke Up in Love,Kygo;Gryffin;Calum Scott,80,216873,False,0.643,0.585,2,-5.994,1,0.0369,0.225,0.0,0.0927,0.188,106.015,house
Mama,Jonas Blue;William Singe,74,184133,False,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,house
Don’t Wake Me Up,Jonas Blue;Why Don't We,76,188894,False,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,house
Words (feat. Zara Larsson),Alesso;Zara Larsson,85,142677,False,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,house
The Banjo Beat,HAYASA G,61,102000,False,0.837,0.708,1,-5.606,1,0.0722,0.128,0.761,0.386,0.827,129.944,house
Extremes,Alan Walker;Trevor Daniel,73,149508,True,0.618,0.678,8,-6.307,0,0.0646,0.00361,0.0,0.0693,0.394,122.212,house
Our Song,Anne-Marie;Niall Horan,71,163733,False,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,house
When I’m Gone (with Katy Perry),Alesso;Katy Perry,80,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,house
Ferrari,James Hype;Miggy Dela Rosa,2,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
Unlovable,Anne-Marie;Rudimental,0,142720,False,0.71,0.752,9,-5.503,0,0.0349,0.0225,0.000205,0.354,0.289,124.043,house
21 Reasons (feat. Ella Henderson),Nathan Dawe;Ella Henderson,83,155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,house
Ferrari - Remix,James Hype;Miggy Dela Rosa;Lazza,4,172000,False,0.818,0.714,1,-5.769,0,0.0643,0.0973,0.0,0.0936,0.62,124.953,house
Our Song,Anne-Marie;Niall Horan,1,163733,False,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,house
Ferrari,James Hype;Miggy Dela Rosa,1,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
2002,Anne-Marie,0,186986,False,0.697,0.683,1,-2.881,0,0.116,0.0372,0.0,0.137,0.606,96.134,house
Ferrari,James Hype;Miggy Dela Rosa,0,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
Ferrari,James Hype;Miggy Dela Rosa,2,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
Ferrari,James Hype;Miggy Dela Rosa,0,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
Ferrari - Remix,James Hype;Miggy Dela Rosa;Lazza,2,172000,False,0.818,0.714,1,-5.769,0,0.0643,0.0973,0.0,0.0936,0.62,124.953,house
Alarm,Anne-Marie,0,205593,True,0.756,0.589,0,-5.093,1,0.233,0.0812,0.0,0.176,0.811,146.926,house
Perfect to Me,Anne-Marie,1,197853,False,0.608,0.547,8,-5.691,1,0.145,0.0889,0.0,0.0734,0.403,179.888,house
Ferrari,James Hype;Miggy Dela Rosa,1,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,house
